date,tavg,tmin,tmax,prcp,wdir,wspd,pres,hum
1/31/2023,14.2,11.8,15.9,15.7,319,12.1,1013.1,79.5
2/1/2023,15.3,14.1,16.5,5.6,313,14.5,1012.2,88
2/2/2023,16.4,14,20,5.3,200,10.2,1012.4,70
2/3/2023,15,13.5,16.6,7.9,95,12.2,1013.9,84.5
2/4/2023,15.6,13.8,19.8,3.3,74,11,1014,70
2/5/2023,15.3,13,18.6,0.9,61,12,1014.2,72
2/6/2023,15.3,12.8,17.2,0,61,11.4,1014.8,78
2/7/2023,15.1,13.8,19.3,4.3,70,9.1,1014.9,72.5
2/8/2023,14.2,12.1,19.7,0,76,11.5,1015.1,62
2/9/2023,12.9,7.2,20.7,0,83,8,1015.7,32.5
2/10/2023,14.3,7.4,21.4,0,49,7.8,1016.5,30
2/11/2023,15.4,10.5,20.2,0,306,7.7,1016.2,51.5
2/12/2023,14.7,11.2,22.4,0,99,6.8,1016.5,44
2/13/2023,14.7,7.6,22.2,0,119,7.2,1016.3,27
2/14/2023,14.3,7.4,21.7,0,65,8.1,1016.2,28.5
2/15/2023,14.8,6,22.4,0,65,7.8,1014.4,18
2/16/2023,16.4,9.3,22.2,0,98,9.2,1014.7,35.5
2/17/2023,15.5,10.6,20.5,0,95,10.4,1016,50.5
2/18/2023,16.3,12,21.8,0,79,10.3,1016.4,51
2/19/2023,15.6,13.4,17.5,1.5,74,10.3,1016.5,79.5
2/20/2023,15.8,13.7,19.3,7.9,87,8.5,1016.8,72
2/21/2023,15.3,13.4,21.8,1,54,10.2,1016.6,58
2/22/2023,14.3,5.2,21.5,0,33,6.9,1015.7,18.5
2/23/2023,15.9,10.6,21.9,0,98,7.2,1015.9,43.5
2/24/2023,16.2,12.4,21.6,0,103,9.2,1016.9,54
2/25/2023,14.4,12.4,21.4,4.1,68,10.2,1018.1,55
2/26/2023,14.5,7.5,20.7,0,117,9.4,1018.1,34
2/27/2023,15,7.8,19.8,0,67,11.7,1019,40
2/28/2023,15,13.5,17.1,3,81,12.5,1018.3,82
3/1/2023,14.3,12,15.9,9.7,79,14.8,1018.5,80.5
3/2/2023,15.5,12.4,19,1.5,95,12.8,1019.3,67
3/3/2023,15,12.2,19.4,0,80,10.2,1019.6,64
3/4/2023,15.1,13.5,17.5,6.9,84,12.8,1019.5,80
3/5/2023,15.2,13.4,17.9,2,90,12.5,1019.2,77.5
3/6/2023,16.2,13.3,21.3,0,79,8.9,1018,60
3/7/2023,15.8,12.1,20.2,2.3,75,10.6,1017.4,59.5
3/8/2023,15.8,12.4,20.2,0,78,12.6,1016.9,61
3/9/2023,16.4,12.6,20.9,0.8,83,11.4,1016.3,58.5
3/10/2023,15.8,13.5,19.7,102.1,97,8.9,1016.1,69
3/11/2023,15.5,13.4,20.2,0,85,8.6,1016.1,66
3/12/2023,15.7,13.1,21.1,0.3,79,10.6,1016,60
3/13/2023,15.7,13,20.2,2.3,83,11.7,1015.3,64
3/14/2023,14.4,12.6,22.4,0,87,7.7,1014.4,51
3/15/2023,16.6,10.4,21.5,1,119,6.1,1013.9,44.5
3/16/2023,15.6,12.3,22,0,128,6.3,1014.8,51.5
3/17/2023,16,13.7,19.7,0.2,121,7,1014.7,70
3/18/2023,16.5,13.3,22.4,0,142,6.1,1014.4,54.5
3/19/2023,16.2,11.9,21.2,26.7,228,4.9,1014.1,53.5
3/20/2023,15.6,13.2,22.5,5.8,250,6.2,1014,53.5
3/21/2023,16.5,13.8,20.6,7.7,272,5.4,1013.9,66
3/22/2023,16.6,12.2,23.4,5.8,13,5.7,1014.1,44
3/23/2023,16.3,11.6,21.5,0,38,5,1014.4,50.5
3/24/2023,16.7,10.3,22.5,0.3,63,6.7,1014.8,39
3/25/2023,16.4,10.6,22.4,0,85,6.4,1015.5,41
3/26/2023,15.8,10.1,22.8,0,83,6.2,1015,36.5
3/27/2023,16.3,9.4,23.2,0,340,6.5,1014.6,31
3/28/2023,17.6,9.4,23.2,0,23,6.9,1014.8,31
3/29/2023,18.4,11.4,24.2,0,14,6.5,1015.3,36
3/30/2023,16.1,10.6,23.9,0,351,6.3,1014.9,33.5
3/31/2023,16.3,9.7,23.7,0,57,6.4,1014,30
4/1/2023,15.6,9.1,23.1,0,333,5.7,1014.5,30
4/2/2023,15.7,11.9,21.3,1.5,78,4.8,1014.6,53
4/3/2023,16.5,11.4,22.5,17.5,136,6.1,1014.2,44.5
4/4/2023,15.6,11.7,22,2.8,145,5.3,1015,48.5
4/5/2023,16.4,10.4,23.1,13.7,34,5.6,1014.6,36.5
4/6/2023,16.1,10.1,21.9,0,59,7.1,1014.9,41
4/7/2023,16.4,9.6,22,0,81,7.6,1016.1,38
4/8/2023,15.7,13.1,21.3,0,116,7.1,1017.3,59
4/9/2023,16.4,9.5,21.8,11.2,102,8.1,1017.5,38.5
4/10/2023,16.5,12.8,20.5,0,100,9.8,1016.5,61.5
4/11/2023,17.2,13.6,21.2,0,101,11.6,1016.5,62
4/12/2023,17.7,13.8,22,0,93,10.5,1016.4,59
4/13/2023,17.6,14.3,22.9,0,96,8.9,1015.9,57
4/14/2023,16.8,9.9,23.3,0,68,7.6,1015.6,33
4/15/2023,17.1,10,23.7,0,54,6.7,1015.3,31.5
4/16/2023,16.8,11,23.2,0,49,6.7,1014.3,39
4/17/2023,17.5,10.4,24.1,0,101,7.2,1014.3,31.5
4/18/2023,17.9,15.1,24.4,0,87,6.9,1015.1,53.5
4/19/2023,17.5,9.6,24.4,0,90,6.6,1013.6,26
4/20/2023,17.8,11.4,24.3,0,353,6.1,1012.2,35.5
4/21/2023,15.9,12.4,22.9,0,259,5.1,1012,47.5
4/22/2023,15.8,12.3,20.9,16.8,253,5,1012,57
4/23/2023,17.3,15,20.1,16.2,24,4.8,1012.7,74.5
4/24/2023,16.7,13.5,22.6,10.9,144,5.3,1013.7,54.5
4/25/2023,16.4,11.6,22.9,9.1,132,5.8,1014,43.5
4/26/2023,17.6,13.2,23,0,97,6.5,1013.5,51
4/27/2023,16.8,14.5,21.5,2.3,117,8.4,1013.8,65
4/28/2023,16.7,13.3,20.8,0,127,8.3,1014.1,62.5
4/29/2023,15.7,14.7,19.3,8.6,147,5.5,1013.3,77
4/30/2023,17,13,22,7.6,184,7.4,1012.1,55
5/1/2023,17.3,13.6,23.3,2,250,6.6,1012.4,51.5
5/2/2023,17.2,14.5,21.3,21.6,248,6.2,1013.7,66
5/3/2023,17.2,13.9,21.4,0.3,252,8.2,1014.6,62.5
5/4/2023,17,14.1,22.4,2.5,291,7.4,1013.8,58.5
5/5/2023,15.4,14.1,17.4,24.4,261,13.8,1013.1,83.5
5/6/2023,17.2,14.1,20.6,0.8,270,11.8,1013.1,67.5
5/7/2023,16.1,14.9,18.6,5.1,266,13.9,1013,81.5
5/8/2023,16.8,14.6,20.7,0,268,11.4,1012.5,69.5
5/9/2023,17.3,14.1,21.4,6.6,265,12.8,1012.6,63.5
5/10/2023,17.6,14.9,21.8,0.3,262,11.5,1012.3,65.5
5/11/2023,17.6,13.5,21.9,0,246,14.4,1013.4,58
5/12/2023,17.9,14.6,20.9,0.3,248,17.1,1014.3,68.5
5/13/2023,17.4,15,20.3,8.4,247,18.2,1014.8,73.5
5/14/2023,18.4,15.6,22.5,0,247,15.4,1014.4,65.5
5/15/2023,17.7,15.1,23.8,0,256,11.9,1014.5,56.5
5/16/2023,18.9,15.3,22.7,0,140,7.4,1014.7,63
5/17/2023,19.2,12.1,24.9,0,118,7.5,1015.4,36
5/18/2023,17.9,12.9,23.8,0,313,5.8,1016.5,45.5
5/19/2023,18,12.8,23.2,0,327,6.7,1015.5,48
5/20/2023,17.7,13.5,21.8,0,269,7.8,1015.1,58.5
5/21/2023,16.3,13.4,21.4,0.3,274,7.7,1015.5,60
5/22/2023,15.9,12,20.9,13,252,6.8,1016.4,55.5
5/23/2023,16.5,11.3,23.2,1.5,279,5.5,1016.7,40.5
5/24/2023,17.3,13.5,24.2,28.7,303,6.7,1016,46.5
5/25/2023,17.2,11.4,22.1,0,251,10,1016.8,46.5
5/26/2023,17.2,13.6,22,0,258,11.8,1017.3,58
5/27/2023,16.9,10.8,23.2,0.5,267,9.8,1015.3,38
5/28/2023,17.9,12.4,24,0,266,7.8,1014,42
5/29/2023,18,12.6,23.9,0,292,6.2,1014.2,43.5
5/30/2023,18,12.1,23.1,0.3,275,6.2,1014.6,45
5/31/2023,17.7,13.4,21.8,0,272,7.1,1014.5,58
6/1/2023,17,13.2,21.1,0.5,251,12.3,1014.4,60.5
6/2/2023,17.3,13,21.7,0,259,12.8,1014.6,56.5
6/3/2023,18.4,14.6,23.6,0,249,10.5,1014.4,55
6/4/2023,17.2,15.1,21.6,0,250,13,1014.4,67.5
6/5/2023,17.4,13.2,21.6,0,249,12.8,1014.2,58
6/6/2023,18.2,15.3,22.3,3.8,258,13.9,1013.7,65
6/7/2023,16.8,15.9,20.5,0.5,256,17.3,1013.9,77
6/8/2023,16.5,14.3,20.2,13.7,264,19,1014.2,70.5
6/9/2023,17.1,15.3,20.6,0.3,256,16.8,1013.5,73.5
6/10/2023,16.8,15,20.3,0,260,18.6,1012.6,73.5
6/11/2023,16.9,15.1,20.6,0,263,16.8,1012.7,72.5
6/12/2023,17.5,15,21.5,1.5,259,16.1,1012.9,67.5
6/13/2023,16.4,14.6,19.8,3.8,259,17.4,1013.3,74
6/14/2023,16.6,14.7,19.4,2.3,261,16.7,1014.6,76.5
6/15/2023,17.8,15.2,21.8,3.2,266,11.4,1014.4,67
6/16/2023,16.8,14.4,20.1,0,252,14.9,1014.1,71.5
6/17/2023,16.2,14.1,19.7,0,254,17,1014.3,72
6/18/2023,15.9,14.9,18.9,1.5,260,18.4,1013.9,80
6/19/2023,16.8,14.5,20.3,0.5,254,15.9,1012.7,71
6/20/2023,16.9,15.2,21.4,2.8,250,14.8,1012.1,69
6/21/2023,16.9,15.5,20.4,1,247,13.7,1012.8,75.5
6/22/2023,16.8,15.4,20.7,3.8,254,14.1,1013.3,73.5
6/23/2023,16.9,14.9,20.3,0,253,14.7,1013.5,73
6/24/2023,16.6,14.7,21,0,256,14.8,1013.4,68.5
6/25/2023,16.8,13.9,19.8,0.3,253,15.3,1013.1,70.5
6/26/2023,16.4,14.6,19.6,6.4,261,19.9,1013.6,75
6/27/2023,16.4,14.9,19,1,257,17.5,1014.4,79.5
6/28/2023,16.5,14.2,21,3.8,252,11.8,1015.5,66
6/29/2023,16.4,13,21.4,2.5,254,14.5,1015.9,58
6/30/2023,16.8,14.8,19.6,7.6,255,14.1,1015.5,76
7/1/2023,16.8,15.2,20.5,0,256,14.4,1015.4,73.5
7/2/2023,16.8,15.1,19.4,1.3,255,14.7,1014.8,78.5
7/3/2023,15.6,14.1,17.9,34.8,267,23.4,1013.6,81
7/4/2023,15.2,14.1,16.7,13,267,27.8,1012.3,87
7/5/2023,14.9,13.9,16.5,29.5,259,23.7,1011.9,87
7/6/2023,15.5,14,18.9,34.5,262,19.4,1013.9,75.5
7/7/2023,15.6,13.9,18.6,0,266,16.1,1015.7,76.5
7/8/2023,16.6,13.7,19.6,2.8,258,15.2,1016.2,70.5
7/9/2023,17.2,14,21.6,0,254,10.7,1014.7,62
7/10/2023,16.7,12.7,20.8,0,251,11,1014,59.5
7/11/2023,16.7,14.1,20.1,0,254,11.5,1013.9,70
7/12/2023,17,13.2,21.2,0,248,11.3,1013.7,60
7/13/2023,16.2,13.1,19.3,1.6,250,12.4,1014.6,69
7/14/2023,16.7,14.8,20.1,1.3,254,13.6,1015.4,73.5
7/15/2023,17.5,14.5,22.3,0,255,11.7,1015.1,61
7/16/2023,17.6,14.6,20.9,0,249,13.5,1014.4,68.5
7/17/2023,16.5,14.2,19.6,0.3,253,16.8,1014.3,73
7/18/2023,15.6,14.4,18.8,0.5,256,22.8,1014,78
7/19/2023,16,14.4,18.9,0.3,262,27.9,1013.1,77.5
7/20/2023,15.6,13.8,18.8,4.1,262,24.1,1012.9,75
7/21/2023,15.8,14,19.1,0,270,27.4,1013.9,74.5
7/22/2023,16,13.9,19.3,0,271,31.8,1015.1,73
7/23/2023,16.2,14,18.9,0,271,25.6,1015.1,75.5
7/24/2023,15.3,14.2,16.3,23.6,270,23.5,1014.3,89.5
7/25/2023,15.3,14.5,16.4,11.2,260,19.1,1014.6,90.5
7/26/2023,16.2,14.7,19,10.2,259,18.2,1015.9,78.5
7/27/2023,16.5,14,20.6,1.4,253,13.6,1016.1,67
7/28/2023,17.7,13.9,21.9,0,255,16.5,1015.2,60
7/29/2023,17.2,14.6,21.6,0,260,19.6,1014.9,65
7/30/2023,17.1,13.6,22,0,252,14.4,1014.8,58
7/31/2023,15.9,13.7,19.5,0.8,253,15.9,1014.7,71
8/1/2023,16.4,14.1,21.2,0,255,19,1014.9,64.5
8/2/2023,16.1,14.1,19.7,0,259,19.9,1016,72
8/3/2023,16.7,14,20.4,0,255,17.1,1015.5,68
8/4/2023,16.9,13.6,22.3,0,254,13.5,1016.9,56.5
8/5/2023,17.6,11.2,23.2,0,250,10,1017.1,40
8/6/2023,17.7,13.8,23.2,0,284,9,1015.7,53
8/7/2023,17.1,12.5,21.5,8.1,248,12.7,1014.6,55
8/8/2023,16.8,13.1,21,0,247,13.5,1014.9,60.5
8/9/2023,16.4,14.2,22.3,0,258,11.3,1016,59.5
8/10/2023,16.7,13.7,20.8,1.6,242,9.9,1016,64.5
8/11/2023,16.8,12.4,23.4,0,246,7.3,1015.2,45
8/12/2023,16.6,14.6,20.6,17,258,13.5,1015,70
8/13/2023,16,13.8,20.9,1.3,250,13,1014.9,64.5
8/14/2023,16.5,12,21,0,245,10.9,1015.1,55
8/15/2023,16.5,11.7,22.1,0,241,11.7,1015.2,48
8/16/2023,17.5,11.4,21.9,0,240,11.7,1015.5,47.5
8/17/2023,17.3,14.8,21.1,0,238,14,1015.7,68.5
8/18/2023,15.4,14,19.3,0,247,16.4,1015,73.5
8/19/2023,16.2,14,19.6,0,253,18.6,1014.5,72
8/20/2023,16.1,12.9,21.4,0,250,12.4,1013.7,57.5
8/21/2023,17,11.4,21.5,0,276,10.3,1013.2,49.5
8/22/2023,17.6,13.8,23.4,0,257,7.8,1013.2,52
8/23/2023,17.3,13.8,22.5,7.6,247,9.8,1013.9,56.5
8/24/2023,16.4,12.9,22.3,0,251,10.9,1013.7,53
8/25/2023,17.3,11,23.3,0,246,9.7,1013.6,38.5
8/26/2023,17.3,11.6,22.8,0,227,8.6,1014.3,44
8/27/2023,17.7,12.4,22.9,0,247,9.5,1015,47.5
8/28/2023,16.9,13.1,21.7,8.4,245,11.3,1015,57
8/29/2023,16.4,13.6,20.4,0,246,13.4,1014.2,66
8/30/2023,17.3,14.7,21.5,15.5,252,10.9,1014.1,66
8/31/2023,17.3,15,21.3,0,250,8.6,1014,68.5
9/1/2023,16.3,15.2,19.2,1,242,11,1014.2,80
9/2/2023,15.7,15.1,17.5,2.8,237,13.2,1014.3,88
9/3/2023,15.3,15.4,16,25.7,241,14.5,1013.2,97
9/4/2023,15.1,13.5,16.5,37.1,253,20.8,1012,85
9/5/2023,15.1,15,16.5,9.9,248,16.1,1012.6,92.5
9/6/2023,15.8,14.2,16.8,30,240,13.8,1013.5,87
9/7/2023,16.7,14.7,18.9,2.9,239,12.7,1014.5,79
9/8/2023,15.4,13.4,19.4,12.2,246,14.9,1015.6,70
9/9/2023,16.3,14.5,20.3,0,250,14,1014.9,71
9/10/2023,16.2,14.4,19.5,1.5,252,15.6,1014.1,74.5
9/11/2023,15.2,13.7,17.1,3.6,253,15.7,1014.1,83
9/12/2023,16.3,13.9,20.2,2.8,254,16.2,1014.7,68.5
9/13/2023,16.7,14.7,20,0.5,250,13.5,1014.6,73.5
9/14/2023,15.6,14.4,17.6,5.3,245,13.4,1014.8,84
9/15/2023,16,14,19.8,9.9,234,11.2,1014.8,71
9/16/2023,17,13.1,21.4,0,240,10.1,1014.9,58.5
9/17/2023,17.1,12.3,21.7,0,264,8.3,1013.8,53
9/18/2023,15.6,14.4,18,3.8,257,9.4,1014,82
9/19/2023,16.7,14.7,20.2,8.1,262,9.9,1015.2,72.5
9/20/2023,16.9,14.6,21.7,18.5,251,6.8,1015.1,64.5
9/21/2023,16.4,12,22.1,0.3,271,6.9,1015.1,49.5
9/22/2023,17,12.1,22.1,10.4,246,7.7,1015.2,50
9/23/2023,17.1,15,22.3,0,248,10.1,1015.4,63.5
9/24/2023,16.8,14.5,20.9,0,254,12.6,1015.5,68
9/25/2023,16.6,15,19.8,0,256,13.6,1014.5,76
9/26/2023,16.2,14.2,19.1,0.3,253,13.8,1014.2,75.5
9/27/2023,16.3,15.2,19.1,4.8,255,13.8,1014.2,80.5
9/28/2023,15.8,14.6,17.5,3.4,253,15.5,1014.6,85.5
9/29/2023,15.1,15.2,16.2,7.9,250,15.5,1015.1,95
9/30/2023,15.7,13.2,17.7,9.4,243,11.7,1015.5,77.5
10/1/2023,15.9,14.1,18.4,7.6,249,12.3,1015.4,78.5
10/2/2023,16.4,15,19,3.3,247,10.8,1015.9,80
10/3/2023,16.5,15.1,19.6,3.3,242,9.1,1016,77.5
10/4/2023,16.6,15.6,19.2,0.3,246,8.6,1015.9,82
10/5/2023,17.3,15.1,20.1,1.8,258,10,1015.3,75
10/6/2023,17.2,15.7,20.6,5.6,254,8.8,1014.5,75.5
10/7/2023,16.1,14.9,20.8,17.5,281,6.4,1014.5,70.5
10/8/2023,17.7,12.4,21.8,8.4,126,4.8,1015.8,53
10/9/2023,16.8,14,21.9,1.5,169,4.4,1017,60.5
10/10/2023,16.9,14.1,21,28.7,118,4.8,1016.5,65.5
10/11/2023,16.1,12.8,19.9,40.1,271,5.1,1016.2,64.5
10/12/2023,16.2,14.3,19.4,27.7,276,6.5,1016.9,74.5
10/13/2023,16.7,15,20.2,24.1,98,4.3,1017.4,74
10/14/2023,16.4,13.5,22.6,38.6,222,4.3,1017.4,54.5
10/15/2023,14.8,13,18.3,7.1,244,7.2,1016.2,73.5
10/16/2023,16.4,12.7,21.5,4.3,298,6.4,1015.6,56
10/17/2023,16.4,12,20.4,0,277,6.6,1016.1,58
10/18/2023,15.8,14.1,19.4,35.3,266,5.2,1016.6,73.5
10/19/2023,15.9,13.6,19.3,9.7,174,4.1,1017,71.5
10/20/2023,16.4,13.2,19.7,5.6,243,5,1016.8,67.5
10/21/2023,16.4,14.2,20,11.4,260,4.6,1017,71
10/22/2023,16.8,13.6,20.9,1.3,296,4.9,1017.3,63.5
10/23/2023,16.6,13.3,21.4,33,31,5.1,1017.1,59.5
10/24/2023,16.2,12.7,21,26.4,85,4.9,1016.8,58.5
10/25/2023,15.8,10.7,21.3,13,66,6,1017.5,47
10/26/2023,15.8,11.1,21.5,0,72,6.9,1017.2,48
10/27/2023,16.2,11.4,22,0,44,5.9,1016,47
10/28/2023,16.3,11.6,21.8,0,127,5.2,1015.8,49
10/29/2023,16.2,11.6,21.2,9.4,140,5.3,1015.5,52
10/30/2023,16.3,11.9,21.4,2.8,51,4.7,1015.2,52.5
10/31/2023,16.7,13,21.1,16,54,6.5,1015.8,59.5
11/1/2023,17.1,13.2,21,0.5,153,4.8,1015.8,61
11/2/2023,17.4,14,22,13,199,4.4,1015.2,60
11/3/2023,16.6,13.3,21.7,9.4,205,5.9,1014,58
11/4/2023,16.2,12.8,21,36.6,175,6.3,1014.3,59
11/5/2023,16.3,12.4,22.5,55.9,127,4.6,1015.7,49.5
11/6/2023,17.2,12.9,21.7,26.7,80,6,1016.5,56
11/7/2023,16.2,12.8,20.6,2.8,73,5.8,1016.3,61
11/8/2023,16.8,12.9,22,8.4,206,4.9,1015.9,54.5
11/9/2023,16,12.5,22.3,0.3,165,4.5,1016.4,51
11/10/2023,16.1,14.2,21.7,47.2,189,4.6,1017.4,62.5
11/11/2023,16.8,12.9,21.8,0,114,6.5,1017.2,55.5
11/12/2023,17.2,14,21.4,0.3,75,6.1,1016.5,63
11/13/2023,16.4,13.4,20.9,8.4,348,5.4,1016,62.5
11/14/2023,16.8,14.1,21.3,27.2,216,7,1014.9,64
11/15/2023,16.6,13.9,21.1,0.8,247,8,1015.5,64
11/16/2023,17.6,13.5,22.9,2,263,6.2,1016.3,53
11/17/2023,16.5,13.9,21.5,2,251,4.6,1016.5,62
11/18/2023,16.5,14.6,20.5,23.9,75,4.4,1015.9,70.5
11/19/2023,16.5,13.4,21.2,41.7,133,4.2,1015.9,61
11/20/2023,16.6,13.2,21,13,203,4.2,1015.8,61
11/21/2023,16.9,12.8,21.3,18.3,177,4.5,1015.4,57.5
11/22/2023,16.3,14.5,20.4,45.5,31,4.5,1015.3,70.5
11/23/2023,16.1,12.9,21.6,39.4,90,5.6,1014.7,56.5
11/24/2023,15.8,10,20.5,0,97,7.8,1014.6,47.5
11/25/2023,16.1,12.9,19.6,0,97,8.5,1015.5,66.5
11/26/2023,15.9,13.5,18.7,0,100,8.4,1016,74
11/27/2023,16.4,13.5,19.6,0.5,114,8.1,1014.7,69.5
11/28/2023,16.1,14.4,19.1,2.8,92,6,1014.1,76.5
11/29/2023,16.2,14,20.4,1.8,112,5.4,1014.2,68
11/30/2023,15.6,13.7,20.1,11.2,341,4.9,1014.6,68
12/1/2023,16.1,12.7,20.3,6.6,302,6.8,1013.6,62
12/2/2023,16.2,14.6,19.9,15.5,283,10.8,1012.7,73.5
12/3/2023,16.2,14,18.6,1,260,13.7,1012.8,77
12/4/2023,16.1,14.7,17.2,42.2,249,10.2,1013.1,87.5
12/5/2023,16.5,14,22,19.6,247,8.7,1013.6,60
12/6/2023,17.3,13,22.6,0,238,5.9,1014.8,52
12/7/2023,17.7,13.2,22.3,17.3,60,4.9,1015.1,54.5
12/8/2023,17.4,14,22.5,24.6,131,4.3,1015.7,57.5
12/9/2023,17.2,13,21.7,6.6,120,5.3,1016.2,56.5
12/10/2023,16.3,13.7,20.1,0.5,113,6.7,1015.3,68
12/11/2023,16.4,14.4,19.8,2.8,99,6.7,1015.3,73
12/12/2023,15.4,12,18.5,0,61,7.3,1015.2,67.5
12/13/2023,16.5,12.9,20.6,12.7,58,10.2,1015.3,61.5
12/14/2023,16.3,14.9,18.8,2.5,77,8.6,1015.7,80.5
12/15/2023,16.3,15.2,18.3,6.1,73,9.8,1015.7,84.5
12/16/2023,16.2,15.4,19.2,31.2,101,8.2,1014.8,81
12/17/2023,16.3,14.7,20,6.6,117,8.3,1014.4,73.5
12/18/2023,16.8,13,20.9,1.3,161,5.4,1015.6,60.5
12/19/2023,16,15.1,18.5,45.7,89,8.9,1016.4,83
12/20/2023,15.5,13.7,17.5,7.6,83,12,1016.4,81
12/21/2023,15.8,14,18.9,3.6,99,10.8,1016.6,75.5
12/22/2023,16.3,12.5,21.4,0,78,10.5,1017.4,55.5
12/23/2023,16.1,11,20.7,0,87,9.3,1017.8,51.5
12/24/2023,15.8,14,19.4,0,93,9.1,1018.5,73
12/25/2023,14.9,12.3,17.7,2.3,72,12.7,1018,73
12/26/2023,14.9,12.3,17.3,8.5,67,12.7,1017.5,75
12/27/2023,16.3,15,17.9,8.9,64,15.5,1016.9,85.5
12/28/2023,15.9,15.5,16.9,62,85,14.7,1016.3,93
12/29/2023,15.4,15,16.3,16.3,86,11.6,1016.9,93.5
12/30/2023,15.7,13.7,18.5,5.3,77,13.4,1016.5,76
12/31/2023,15.4,14.4,18,8.7,75,12,1016.6,82
